title,link,snippet
11-785 Deep Learning,https://cmu-ideel.github.io/,"The Course. “Deep Learning” systems, typified by deep neural networks, are increasingly taking over all the AI tasks, ranging from language understanding, ..."
Deep Learning & Applied AI @Sapienza | DLAI-s2-2024,https://erodola.github.io/DLAI-s2-2024/,"Deep Learning & Applied AI @Sapienza. Course material, 2nd semester a.y. 2023/2024, Dept. of Computer Science. News 🗞️. 14/09/2024: The grades for the ..."
Deep Learning Drizzle,https://deep-learning-drizzle.github.io/,"1. Neural Networks for Machine Learning, Geoffrey Hinton, University of Toronto · 2. Neural Networks Demystified · 3. Deep Learning at Oxford · 4. Deep Learning ..."
Deep Learning for Entity Matching: A Design Space Exploration,https://chu-data-lab.github.io/CS8803Fall2018/CS8803-Fall2018-DML-Papers/deepmatcher-space-exploration.pdf,"Finally, we analyze. DL's performance and discuss future research directions. KEYWORDS. Deep learning; entity matching; entity resolution. ACM Reference Format:."
DeepLog: Anomaly Detection and Diagnosis from System Logs ...,https://machine-learning-and-security.github.io/papers/mlsec17_paper_49.pdf,"Oct 30, 2017 ... DeepLog can separate out different tasks from a log file and construct a work- flow model for each task using both deep learning (LSTM) and."
"6.7960 Deep Learning, Fall 2025",https://deeplearning6-7960.github.io/,"Course Overview. Description: Fundamentals of deep learning, including both theory and applications. Topics include neural net architectures (MLPs, CNNs, ..."
UvA - An Introduction to Group Equivariant Deep Learning | uvagedl,https://uvagedl.github.io/,"Welcome to the public page for the mini-course on Group Equivariant Deep Learning. The course is still under development, in the upcoming months I will ..."
A Deep Learning Approach to Data Compression – The Berkeley ...,https://bairblog.github.io/2019/09/19/bit-swap/,"Sep 19, 2019 ... We introduce Bit-Swap, a scalable and effective lossless data compression technique based on deep learning."
Deep Learning & Applied AI @Sapienza | DLAI-s2-2023,https://erodola.github.io/DLAI-s2-2023/,"Deep Learning & Applied AI @Sapienza. Course material, 2nd semester a.y. 2022/2023, Dept. of Computer Science. News. 01/08/2023: The grades for the written ..."
Deep Learning: Do-It-Yourself! 2019 version | dataflowr,https://mlelarge.github.io/dataflowr-web/dldiy_ens.html,Deep Learning: Do-It-Yourself! 2019 version. Please visit dataflowr for the most recent version. Course description. Recent developments in neural network ...
The Limitations of Deep Learning in Adversarial Settings,https://beerkay.github.io/papers/Berkay2016DLLimitationEuroSP.pdf,"Nov 24, 2015 ... Saarbrucken, Germany. Abstract—Deep learning takes advantage of large datasets and computationally efficient training algorithms to outperform."
Spring 2021 6.874 Computational Systems Biology: Deep Learning ...,https://mit6874.github.io/,Course materials and notes for MIT class 6.802 / 6.874 / 20.390 / 20.490 / HST.506 Computational Systems Biology: Deep Learning in the Life Sciences.
TREC 2019 Deep Learning Track Guidelines | msmarco,https://microsoft.github.io/msmarco/TREC-Deep-Learning-2019.html,The deep learning track has two tasks: Passage ranking and document ranking. You can submit up to three runs for each of these tasks.
CS 2952N | CSCI 2470,https://brown-deep-learning.github.io/csci2470_f24/,"Our course aims to offer students the mathematical foundation and engineering skills necessary to understand, utilize, and design state-of-the-art deep ..."
An Introduction to Deep Learning - Melissa Dell,https://dell-research-harvard.github.io/intro/2023/01/18/lecture1.html,"Jan 18, 2023 ... The lecture will provide a couple of case studies of deep learning applied to economic data. We will then turn to an overview of neural networks ..."
Course Info | INF6953PE - Deep Learning Dynamics,https://chandar-lab.github.io/INF6953PE/,Welcome to the Winter 2025 edition of the Deep Learning Dynamics course! This course explores the theoretical and practical aspects of how neural networks ...
Poseidon: An Efficient Communication Architecture for Distributed ...,https://readingxtra.github.io/docs/ml-gpu/atc17-zhang-dlgpu.pdf,"Jul 12, 2017 ... Deep learning models can take weeks to train on a single. GPU-equipped machine, necessitating scaling out DL training to a GPU-cluster."
Concept-based Interpretable Deep Learning,https://conceptlearning.github.io/,Project website for our AAAI 2025 Tutorial on Concept-based Interpretable Deep Learning.
Untitled,https://bana-handaga.github.io/cv/deeplearning/contents/guidelines.html,"to do well by beginning with an appropriate deep learning model. First, choose the general category of model based on the structure of your. data. If you w ..."
CIS 522,https://cis-522.github.io/website/,"The purpose of this course is to deconstruct the hype by teaching deep learning theories, models, skills, and applications that are useful for applications."
The 9 Deep Learning Papers You Need To Know About ...,https://adeshpande3.github.io/The-9-Deep-Learning-Papers-You-Need-To-Know-About.html,"Aug 24, 2016 ... The 9 Deep Learning Papers You Need To Know About (Understanding CNNs Part 3). Introduction. Link to Part 1 · Link to Part 2. In this post, we' ..."
course-deep-learning | Teaching materials for the deep learning ...,https://interactiveaudiolab.github.io/course-deep-learning/,"This is a first course in Deep Learning. We will study deep learning architectures: perceptrons, multi-layer perceptrons, convolutional networks, recurrent ..."
Overview of Active Learning for Deep Learning,http://jacobgil.github.io/deeplearning/activelearning,Active Learning for Deep Learning · Deep neural networks aren't really good at telling when they are not sure. The output from the final softmax layer tends to ...
TREC 2021 Deep Learning Track Guidelines | msmarco,https://microsoft.github.io/msmarco/TREC-Deep-Learning-2021.html,The Deep Learning Track has two tasks: Passage ranking and document ranking; and two subtasks in each case: full ranking and reranking.
NEW! DEEP LEARNING DO IT YOURSELF | dataflowr,https://mlelarge.github.io/dataflowr-web/,Largely inspired by fast.ai course: Practical Deep Learning For Coders (but with a different focus). The main goal of the courses is to allow students to ...
Deep Learning based Wireless Localization for Indoor Navigation,https://dineshb-ucsd.github.io/files/papers/mobicom20-dloc.pdf,"WiFi, Path planning, Deep Learning, Wireless Sensing, Indoor Nav- igation, WiFi Localization. ACM Reference Format: Roshan Ayyalasomayajula†, Aditya Arun ..."
TREC 2020 Deep Learning Track Guidelines | msmarco,https://microsoft.github.io/msmarco/TREC-Deep-Learning-2020.html,The Deep Learning Track has two tasks: Passage ranking and document ranking; and two subtasks in each case: full ranking and re-ranking.
An Overview of Deep Learning for Curious People | Lil'Log,https://lilianweng.github.io/posts/2017-06-21-overview/,"Jun 21, 2017 ... Deep learning models, in simple words, are large and deep artificial neural nets. A neural network (“NN”) can be well presented in a directed acyclic graph."
STOR 566: Intro to Deep Learning,https://liyao880.github.io/stor566/,"This is an introduction course to deep learning. Topics covered by this course include but are not limited to: Machine Learning Overview; Optimization; MLP, CNN ..."
LEMNA: Explaining Deep Learning based Security Applications,https://henrygwb.github.io/publications/ccs18.pdf,"Mar 20, 2018 ... Using a mixture regression model enhanced by fused lasso, LEMNA generates high-fidelity explanation results for a range of deep learning models ..."
TTIC 31230: Fundamentals of Deep Learning,https://mcallester.github.io/ttic-31230/,TTIC 31230: Fundamentals of Deep Learning. Lectures: David McAllester (mcallester@ttic.edu). This class is intended to provide students with an ...
Approximate Inference in Bayesian Deep Learning,https://izmailovpavel.github.io/neurips_bdl_competition/,"... Deep Learning workshop. Additionally, we provide monetary prizes: Extended track: First prize: $2000, Second prize: $500. Light track: First prize $1000 ..."
Improving Palliative Care with Deep Learning,https://stanfordmlgroup.github.io/projects/improving-palliative-care/,We build a program using Deep Learning to identify hospitalized patients with a high risk of death in the next 3-12 months by only inspecting their Electronic ...
Deep Learning on Graphs,https://yaoma24.github.io/dlg_book/,This book covers comprehensive contents in developing deep learning techniques for graph structured data with a specific focus on Graph Neural Networks ...
CheXNet: Radiologist-Level Pneumonia Detection on Chest X-Rays ...,https://stanfordmlgroup.github.io/projects/chexnet/,"CheXNet: Radiologist-Level Pneumonia Detection on Chest X-Rays with Deep Learning. Pranav Rajpurkar*, Jeremy Irvin*, Kaylie Zhu, Brandon Yang, Hershel Mehta ..."
Deep learning for fast spatially-varying deconvolution,https://waller-lab.github.io/MultiWienerNet/,We propose a deep learning-based approach that leverages knowledge about the system's spatially-varying PSFs for fast 2D and 3D reconstructions.
3 Probability and Information Theory,https://bana-handaga.github.io/cv/deeplearning/contents/prob.html,"be suﬃcient to successfully carry out deep learning research projects, but we do. suggest that you consult an additional resource, such as Jaynes (2003)."
